-100,-100,137033.92846,26973.0,188811.0,0.14285714285714285
10,-100,3943.8784,999.0,4995.0,0.2
11,-100,12518.292599999999,1998.0,21978.0,0.09090909090909091
5,-100,0.0,0.0,15984.0,0.0
9,-100,3250.33842,2997.0,21978.0,0.13636363636363635
18,-100,16773.32764,3996.0,10989.0,0.36363636363636365
13,-100,1954.9728400000001,999.0,8991.0,0.1111111111111111
4,-100,0.0,0.0,7992.0,0.0
7,-100,2232.1967600000003,999.0,10989.0,0.09090909090909091
0,-100,6932.67878,1998.0,10989.0,0.18181818181818182
1,-100,38624.23866,4995.0,15984.0,0.3125
21,-100,0.0,0.0,6993.0,0.0
14,-100,15543.586660000003,2997.0,10989.0,0.2727272727272727
16,-100,0.0,0.0,4995.0,0.0
12,-100,21519.586820000004,2997.0,8991.0,0.3333333333333333
3,-100,13740.83088,1998.0,18981.0,0.10526315789473684
20,-100,0.0,0.0,6993.0,0.0
10,2,.,.,.,.
11,2,.,.,.,.
5,2,.,.,.,.
9,2,0.0,0.0,3996.0,0.0
18,2,.,.,.,.
13,2,0.0,0.0,999.0,0.0
4,2,0.0,0.0,2997.0,0.0
7,2,.,.,.,.
0,2,6932.67878,1998.0,8991.0,0.2222222222222222
1,2,38624.23866,4995.0,14985.0,0.3333333333333333
21,2,.,.,.,.
14,2,0.0,0.0,999.0,0.0
16,2,.,.,.,.
12,2,0.0,0.0,2997.0,0.0
3,2,13740.83088,1998.0,18981.0,0.10526315789473684
20,2,.,.,.,.
-100,2,59297.74832000001,8991.0,54945.0,0.16363636363636364
10,6,.,.,.,.
11,6,12518.292599999999,1998.0,21978.0,0.09090909090909091
5,6,0.0,0.0,13986.0,0.0
9,6,3250.33842,999.0,13986.0,0.07142857142857142
18,6,.,.,.,.
13,6,.,.,.,.
4,6,0.0,0.0,4995.0,0.0
7,6,.,.,.,.
0,6,.,.,.,.
1,6,.,.,.,.
21,6,.,.,.,.
14,6,.,.,.,.
16,6,.,.,.,.
12,6,.,.,.,.
3,6,.,.,.,.
20,6,.,.,.,.
-100,6,15768.631019999997,2997.0,54945.0,0.05454545454545454
10,8,.,.,.,.
11,8,.,.,.,.
5,8,.,.,.,.
9,8,.,.,.,.
18,8,.,.,.,.
13,8,.,.,.,.
4,8,.,.,.,.
7,8,2232.1967600000003,999.0,5994.0,0.16666666666666666
0,8,.,.,.,.
1,8,.,.,.,.
21,8,.,.,.,.
14,8,.,.,.,.
16,8,.,.,.,.
12,8,.,.,.,.
3,8,.,.,.,.
20,8,.,.,.,.
-100,8,2232.1967600000003,999.0,5994.0,0.16666666666666666
10,15,.,.,.,.
11,15,.,.,.,.
5,15,.,.,.,.
9,15,.,.,.,.
18,15,.,.,.,.
13,15,.,.,.,.
4,15,.,.,.,.
7,15,.,.,.,.
0,15,.,.,.,.
1,15,.,.,.,.
21,15,.,.,.,.
14,15,15543.586660000003,2997.0,9990.0,0.3
16,15,.,.,.,.
12,15,21519.586820000004,2997.0,5994.0,0.5
3,15,.,.,.,.
20,15,.,.,.,.
-100,15,37063.173480000005,5994.0,15984.0,0.375
10,17,.,.,.,.
11,17,.,.,.,.
5,17,.,.,.,.
9,17,.,.,.,.
18,17,.,.,.,.
13,17,.,.,.,.
4,17,.,.,.,.
7,17,.,.,.,.
0,17,.,.,.,.
1,17,.,.,.,.
21,17,0.0,0.0,6993.0,0.0
14,17,.,.,.,.
16,17,0.0,0.0,4995.0,0.0
12,17,.,.,.,.
3,17,.,.,.,.
20,17,0.0,0.0,6993.0,0.0
-100,17,0.0,0.0,18981.0,0.0
10,19,3943.8784,999.0,4995.0,0.2
11,19,.,.,.,.
5,19,0.0,0.0,1998.0,0.0
9,19,0.0,1998.0,3996.0,0.5
18,19,16773.32764,3996.0,10989.0,0.36363636363636365
13,19,1954.9728400000001,999.0,7992.0,0.125
4,19,.,.,.,.
7,19,0.0,0.0,4995.0,0.0
0,19,0.0,0.0,1998.0,0.0
1,19,0.0,0.0,999.0,0.0
21,19,.,.,.,.
14,19,.,.,.,.
16,19,.,.,.,.
12,19,.,.,.,.
3,19,.,.,.,.
20,19,.,.,.,.
-100,19,22672.178880000003,7992.0,37962.0,0.21052631578947367
