-100,-100,12,18,0.24390243902439024
-100,-100,26,18,0.14970563498738435
-100,-100,13,18,0.11269974768713205
-100,-100,25,18,0.095878889823381
-100,-100,27,18,0.06644238856181665
-100,-100,12,28,0.05971404541631623
-100,-100,0,18,0.057190916736753576
-100,-100,4,18,0.056349873843566024
-100,-100,26,28,0.04289318755256518
-100,-100,14,18,0.027754415475189236
-100,-100,13,28,0.022708158116063918
-100,-100,25,28,0.020185029436501262
-100,-100,27,28,0.015138772077375946
-100,-100,4,28,0.01345668629100084
-100,-100,0,28,0.008410428931875526
-100,-100,14,28,0.007569386038687973
3,-100,12,18,0.19461077844311378
3,-100,26,18,0.15269461077844312
3,-100,25,18,0.11676646706586827
3,-100,13,18,0.10479041916167664
3,-100,27,18,0.07784431137724551
3,-100,12,28,0.0748502994011976
3,-100,4,18,0.0688622754491018
3,-100,26,28,0.04491017964071856
3,-100,0,18,0.038922155688622756
3,-100,14,18,0.038922155688622756
3,-100,25,28,0.02694610778443114
3,-100,13,28,0.023952095808383235
3,-100,4,28,0.011976047904191617
3,-100,27,28,0.011976047904191617
3,-100,0,28,0.005988023952095809
3,-100,14,28,0.005988023952095809
8,-100,12,18,0.2824675324675325
8,-100,26,18,0.15584415584415584
8,-100,13,18,0.09740259740259741
8,-100,25,18,0.08441558441558442
8,-100,0,18,0.06168831168831169
8,-100,4,18,0.05519480519480519
8,-100,27,18,0.05194805194805195
8,-100,12,28,0.045454545454545456
8,-100,14,18,0.032467532467532464
8,-100,26,28,0.032467532467532464
8,-100,4,28,0.025974025974025976
8,-100,27,28,0.022727272727272728
8,-100,13,28,0.016233766233766232
8,-100,25,28,0.016233766233766232
8,-100,0,28,0.00974025974025974
8,-100,14,28,0.00974025974025974
22,-100,12,18,0.2727272727272727
22,-100,26,18,0.10606060606060606
22,-100,13,18,0.10227272727272728
22,-100,25,18,0.0946969696969697
22,-100,0,18,0.07954545454545454
22,-100,12,28,0.07575757575757576
22,-100,27,18,0.07575757575757576
22,-100,4,18,0.06818181818181818
22,-100,26,28,0.041666666666666664
22,-100,13,28,0.022727272727272728
22,-100,14,18,0.01893939393939394
22,-100,25,28,0.01893939393939394
22,-100,14,28,0.011363636363636364
22,-100,0,28,0.003787878787878788
22,-100,4,28,0.003787878787878788
22,-100,27,28,0.003787878787878788
22,11,4,18,0.15625
22,11,27,18,0.15625
22,11,25,18,0.125
22,11,13,18,0.09375
22,11,26,18,0.09375
22,11,0,18,0.0625
22,11,12,18,0.0625
22,11,12,28,0.0625
22,11,13,28,0.0625
22,11,26,28,0.0625
22,11,14,18,0.03125
22,11,14,28,0.03125
-100,11,4,18,0.15625
-100,11,27,18,0.15625
-100,11,25,18,0.125
-100,11,13,18,0.09375
-100,11,26,18,0.09375
-100,11,0,18,0.0625
-100,11,12,18,0.0625
-100,11,12,28,0.0625
-100,11,13,28,0.0625
-100,11,26,28,0.0625
-100,11,14,18,0.03125
-100,11,14,28,0.03125
8,15,12,18,0.26495726495726496
8,15,26,18,0.1794871794871795
8,15,25,18,0.1111111111111111
8,15,13,18,0.10256410256410256
8,15,0,18,0.05982905982905983
8,15,26,28,0.05128205128205128
8,15,4,18,0.042735042735042736
8,15,12,28,0.042735042735042736
8,15,27,18,0.042735042735042736
8,15,25,28,0.03418803418803419
8,15,13,28,0.02564102564102564
8,15,14,18,0.017094017094017096
8,15,27,28,0.017094017094017096
8,15,4,28,0.008547008547008548
-100,15,12,18,0.26495726495726496
-100,15,26,18,0.1794871794871795
-100,15,25,18,0.1111111111111111
-100,15,13,18,0.10256410256410256
-100,15,0,18,0.05982905982905983
-100,15,26,28,0.05128205128205128
-100,15,4,18,0.042735042735042736
-100,15,12,28,0.042735042735042736
-100,15,27,18,0.042735042735042736
-100,15,25,28,0.03418803418803419
-100,15,13,28,0.02564102564102564
-100,15,14,18,0.017094017094017096
-100,15,27,28,0.017094017094017096
-100,15,4,28,0.008547008547008548
8,7,12,18,0.27058823529411763
8,7,26,18,0.15294117647058825
8,7,13,18,0.09411764705882353
8,7,12,28,0.08235294117647059
8,7,4,18,0.058823529411764705
8,7,25,18,0.058823529411764705
8,7,0,18,0.047058823529411764
8,7,4,28,0.047058823529411764
8,7,26,28,0.047058823529411764
8,7,27,18,0.047058823529411764
8,7,13,28,0.023529411764705882
8,7,14,18,0.023529411764705882
8,7,27,28,0.023529411764705882
8,7,0,28,0.011764705882352941
8,7,14,28,0.011764705882352941
22,7,25,18,0.5
22,7,12,18,0.375
22,7,13,28,0.125
-100,7,12,18,0.27956989247311825
-100,7,26,18,0.13978494623655913
-100,7,25,18,0.0967741935483871
-100,7,13,18,0.08602150537634409
-100,7,12,28,0.07526881720430108
-100,7,4,18,0.053763440860215055
-100,7,0,18,0.043010752688172046
-100,7,4,28,0.043010752688172046
-100,7,26,28,0.043010752688172046
-100,7,27,18,0.043010752688172046
-100,7,13,28,0.03225806451612903
-100,7,14,18,0.021505376344086023
-100,7,27,28,0.021505376344086023
-100,7,0,28,0.010752688172043012
-100,7,14,28,0.010752688172043012
3,10,12,18,0.4
3,10,26,18,0.2
3,10,0,18,0.13333333333333333
3,10,25,18,0.13333333333333333
3,10,12,28,0.06666666666666667
3,10,13,18,0.06666666666666667
8,10,12,18,0.2876712328767123
8,10,26,18,0.136986301369863
8,10,0,18,0.0821917808219178
8,10,14,18,0.0821917808219178
8,10,25,18,0.0821917808219178
8,10,27,18,0.0821917808219178
8,10,4,18,0.0547945205479452
8,10,13,18,0.0547945205479452
8,10,4,28,0.0273972602739726
8,10,12,28,0.0273972602739726
8,10,14,28,0.0273972602739726
8,10,27,28,0.0273972602739726
8,10,0,28,0.0136986301369863
8,10,25,28,0.0136986301369863
22,10,12,18,0.39285714285714285
22,10,13,18,0.14285714285714285
22,10,12,28,0.10714285714285714
22,10,26,28,0.10714285714285714
22,10,0,18,0.07142857142857142
22,10,26,18,0.07142857142857142
22,10,4,18,0.03571428571428571
22,10,13,28,0.03571428571428571
22,10,27,18,0.03571428571428571
-100,10,12,18,0.3275862068965517
-100,10,26,18,0.12931034482758622
-100,10,0,18,0.08620689655172414
-100,10,13,18,0.07758620689655173
-100,10,25,18,0.06896551724137931
-100,10,27,18,0.0603448275862069
-100,10,12,28,0.05172413793103448
-100,10,14,18,0.05172413793103448
-100,10,4,18,0.04310344827586207
-100,10,26,28,0.02586206896551724
-100,10,4,28,0.017241379310344827
-100,10,14,28,0.017241379310344827
-100,10,27,28,0.017241379310344827
-100,10,0,28,0.008620689655172414
-100,10,13,28,0.008620689655172414
-100,10,25,28,0.008620689655172414
22,21,12,18,0.27102803738317754
22,21,26,18,0.12149532710280374
22,21,12,28,0.11214953271028037
22,21,25,18,0.102803738317757
22,21,13,18,0.08411214953271028
22,21,0,18,0.07476635514018691
22,21,27,18,0.056074766355140186
22,21,4,18,0.037383177570093455
22,21,26,28,0.037383177570093455
22,21,13,28,0.018691588785046728
22,21,14,18,0.018691588785046728
22,21,14,28,0.018691588785046728
22,21,25,28,0.018691588785046728
22,21,0,28,0.009345794392523364
22,21,4,28,0.009345794392523364
22,21,27,28,0.009345794392523364
-100,21,12,18,0.27102803738317754
-100,21,26,18,0.12149532710280374
-100,21,12,28,0.11214953271028037
-100,21,25,18,0.102803738317757
-100,21,13,18,0.08411214953271028
-100,21,0,18,0.07476635514018691
-100,21,27,18,0.056074766355140186
-100,21,4,18,0.037383177570093455
-100,21,26,28,0.037383177570093455
-100,21,13,28,0.018691588785046728
-100,21,14,18,0.018691588785046728
-100,21,14,28,0.018691588785046728
-100,21,25,28,0.018691588785046728
-100,21,0,28,0.009345794392523364
-100,21,4,28,0.009345794392523364
-100,21,27,28,0.009345794392523364
3,17,13,18,0.26666666666666666
3,17,4,18,0.2
3,17,12,18,0.13333333333333333
3,17,12,28,0.13333333333333333
3,17,26,18,0.13333333333333333
3,17,13,28,0.06666666666666667
3,17,25,28,0.06666666666666667
22,17,12,18,0.2682926829268293
22,17,26,18,0.14634146341463414
22,17,27,18,0.14634146341463414
22,17,13,18,0.0975609756097561
22,17,25,18,0.07317073170731707
22,17,25,28,0.07317073170731707
22,17,0,18,0.04878048780487805
22,17,4,18,0.04878048780487805
22,17,14,18,0.04878048780487805
22,17,12,28,0.024390243902439025
22,17,26,28,0.024390243902439025
-100,17,12,18,0.23214285714285715
-100,17,13,18,0.14285714285714285
-100,17,26,18,0.14285714285714285
-100,17,27,18,0.10714285714285714
-100,17,4,18,0.08928571428571429
-100,17,25,28,0.07142857142857142
-100,17,12,28,0.05357142857142857
-100,17,25,18,0.05357142857142857
-100,17,0,18,0.03571428571428571
-100,17,14,18,0.03571428571428571
-100,17,13,28,0.017857142857142856
-100,17,26,28,0.017857142857142856
3,6,12,18,0.25
3,6,27,18,0.25
3,6,25,18,0.1875
3,6,12,28,0.125
3,6,26,18,0.125
3,6,13,18,0.0625
8,6,12,18,0.36363636363636365
8,6,13,18,0.18181818181818182
8,6,26,18,0.12121212121212122
8,6,4,18,0.09090909090909091
8,6,0,18,0.06060606060606061
8,6,25,18,0.06060606060606061
8,6,0,28,0.030303030303030304
8,6,4,28,0.030303030303030304
8,6,27,18,0.030303030303030304
8,6,27,28,0.030303030303030304
-100,6,12,18,0.32653061224489793
-100,6,13,18,0.14285714285714285
-100,6,26,18,0.12244897959183673
-100,6,25,18,0.10204081632653061
-100,6,27,18,0.10204081632653061
-100,6,4,18,0.061224489795918366
-100,6,0,18,0.04081632653061224
-100,6,12,28,0.04081632653061224
-100,6,0,28,0.02040816326530612
-100,6,4,28,0.02040816326530612
-100,6,27,28,0.02040816326530612
22,9,4,18,0.25
22,9,13,18,0.25
22,9,12,18,0.1875
22,9,0,18,0.125
22,9,25,18,0.125
22,9,26,18,0.0625
-100,9,12,18,0.2835820895522388
-100,9,13,18,0.16417910447761194
-100,9,26,18,0.13432835820895522
-100,9,25,18,0.1044776119402985
-100,9,4,18,0.08955223880597014
-100,9,13,28,0.05970149253731343
-100,9,0,18,0.029850746268656716
-100,9,12,28,0.029850746268656716
-100,9,14,18,0.029850746268656716
-100,9,26,28,0.029850746268656716
-100,9,4,28,0.014925373134328358
-100,9,27,18,0.014925373134328358
-100,9,27,28,0.014925373134328358
3,1,12,18,0.2
3,1,12,28,0.12727272727272726
3,1,25,18,0.12727272727272726
3,1,26,18,0.10909090909090909
3,1,27,18,0.10909090909090909
3,1,4,18,0.09090909090909091
3,1,14,18,0.07272727272727272
3,1,13,18,0.05454545454545454
3,1,0,18,0.01818181818181818
3,1,4,28,0.01818181818181818
3,1,13,28,0.01818181818181818
3,1,25,28,0.01818181818181818
3,1,26,28,0.01818181818181818
3,1,27,28,0.01818181818181818
22,1,12,18,0.4
22,1,0,18,0.13333333333333333
22,1,4,18,0.13333333333333333
22,1,12,28,0.13333333333333333
22,1,26,18,0.13333333333333333
22,1,26,28,0.06666666666666667
-100,1,12,18,0.24285714285714285
-100,1,12,28,0.12857142857142856
-100,1,26,18,0.11428571428571428
-100,1,4,18,0.1
-100,1,25,18,0.1
-100,1,27,18,0.08571428571428572
-100,1,14,18,0.05714285714285714
-100,1,0,18,0.04285714285714286
-100,1,13,18,0.04285714285714286
-100,1,26,28,0.02857142857142857
-100,1,4,28,0.014285714285714285
-100,1,13,28,0.014285714285714285
-100,1,25,28,0.014285714285714285
-100,1,27,28,0.014285714285714285
3,2,26,18,0.18181818181818182
3,2,12,18,0.13131313131313133
3,2,13,18,0.1111111111111111
3,2,25,18,0.1111111111111111
3,2,4,18,0.06060606060606061
3,2,12,28,0.06060606060606061
3,2,26,28,0.06060606060606061
3,2,0,18,0.050505050505050504
3,2,25,28,0.050505050505050504
3,2,27,18,0.050505050505050504
3,2,13,28,0.04040404040404041
3,2,4,28,0.030303030303030304
3,2,27,28,0.030303030303030304
3,2,14,18,0.020202020202020204
3,2,14,28,0.010101010101010102
22,2,12,18,0.5384615384615384
22,2,0,18,0.23076923076923078
22,2,13,18,0.15384615384615385
22,2,25,18,0.07692307692307693
-100,2,12,18,0.17857142857142858
-100,2,26,18,0.16071428571428573
-100,2,13,18,0.11607142857142858
-100,2,25,18,0.10714285714285714
-100,2,0,18,0.07142857142857142
-100,2,4,18,0.05357142857142857
-100,2,12,28,0.05357142857142857
-100,2,26,28,0.05357142857142857
-100,2,25,28,0.044642857142857144
-100,2,27,18,0.044642857142857144
-100,2,13,28,0.03571428571428571
-100,2,4,28,0.026785714285714284
-100,2,27,28,0.026785714285714284
-100,2,14,18,0.017857142857142856
-100,2,14,28,0.008928571428571428
-100,24,12,18,0.2692307692307692
-100,24,26,18,0.23076923076923078
-100,24,13,18,0.11538461538461539
-100,24,25,18,0.11538461538461539
-100,24,4,18,0.07692307692307693
-100,24,27,18,0.07692307692307693
-100,24,0,18,0.038461538461538464
-100,24,12,28,0.038461538461538464
-100,24,26,28,0.038461538461538464
3,19,12,18,0.25
3,19,26,18,0.25
3,19,14,18,0.16666666666666666
3,19,26,28,0.16666666666666666
3,19,25,18,0.08333333333333333
3,19,25,28,0.08333333333333333
22,19,27,18,0.5
22,19,13,18,0.25
22,19,26,18,0.25
-100,19,12,18,0.19791666666666666
-100,19,26,18,0.1875
-100,19,13,18,0.125
-100,19,26,28,0.08333333333333333
-100,19,0,18,0.07291666666666667
-100,19,27,18,0.0625
-100,19,25,18,0.041666666666666664
-100,19,25,28,0.041666666666666664
-100,19,0,28,0.03125
-100,19,4,18,0.03125
-100,19,12,28,0.03125
-100,19,14,18,0.03125
-100,19,27,28,0.03125
-100,19,13,28,0.020833333333333332
-100,19,14,28,0.010416666666666666
-100,20,13,18,0.23809523809523808
-100,20,25,18,0.19047619047619047
-100,20,26,18,0.16666666666666666
-100,20,12,18,0.11904761904761904
-100,20,27,18,0.09523809523809523
-100,20,12,28,0.047619047619047616
-100,20,13,28,0.047619047619047616
-100,20,27,28,0.047619047619047616
-100,20,25,28,0.023809523809523808
-100,20,26,28,0.023809523809523808
3,16,27,18,0.38461538461538464
3,16,12,18,0.15384615384615385
3,16,25,18,0.15384615384615385
3,16,0,18,0.07692307692307693
3,16,0,28,0.07692307692307693
3,16,4,18,0.07692307692307693
3,16,12,28,0.07692307692307693
-100,16,12,18,0.19642857142857142
-100,16,26,18,0.16071428571428573
-100,16,0,18,0.10714285714285714
-100,16,27,18,0.10714285714285714
-100,16,25,18,0.08928571428571429
-100,16,12,28,0.07142857142857142
-100,16,26,28,0.07142857142857142
-100,16,13,18,0.05357142857142857
-100,16,4,18,0.03571428571428571
-100,16,4,28,0.03571428571428571
-100,16,14,18,0.03571428571428571
-100,16,0,28,0.017857142857142856
-100,16,25,28,0.017857142857142856
3,5,12,18,0.22018348623853212
3,5,26,18,0.1559633027522936
3,5,13,18,0.13761467889908258
3,5,25,18,0.11926605504587157
3,5,4,18,0.07339449541284404
3,5,12,28,0.05504587155963303
3,5,26,28,0.05504587155963303
3,5,27,18,0.05504587155963303
3,5,14,18,0.045871559633027525
3,5,0,18,0.03669724770642202
3,5,13,28,0.01834862385321101
3,5,0,28,0.009174311926605505
3,5,14,28,0.009174311926605505
3,5,25,28,0.009174311926605505
-100,5,12,18,0.22018348623853212
-100,5,26,18,0.1559633027522936
-100,5,13,18,0.13761467889908258
-100,5,25,18,0.11926605504587157
-100,5,4,18,0.07339449541284404
-100,5,12,28,0.05504587155963303
-100,5,26,28,0.05504587155963303
-100,5,27,18,0.05504587155963303
-100,5,14,18,0.045871559633027525
-100,5,0,18,0.03669724770642202
-100,5,13,28,0.01834862385321101
-100,5,0,28,0.009174311926605505
-100,5,14,28,0.009174311926605505
-100,5,25,28,0.009174311926605505
-100,23,12,18,0.3170731707317073
-100,23,13,18,0.1951219512195122
-100,23,26,18,0.17073170731707318
-100,23,27,18,0.12195121951219512
-100,23,0,18,0.04878048780487805
-100,23,25,18,0.04878048780487805
-100,23,0,28,0.024390243902439025
-100,23,4,18,0.024390243902439025
-100,23,12,28,0.024390243902439025
-100,23,26,28,0.024390243902439025
